,game,release_date,Platform,Genre,developer,owners,publisher,price,Rank,average_playtime,median_playtime,metascore_x,Year,metascore_y,userscore
1766,Road Redemption,4-Oct-17,PC,Action-Adventure,"EQ-Games , Pixel Dash Studios","200,000-500,000",Tripwire Interactive,7.99,8443,78.0,52.0,,2012.0,71,7.5
1767,South Park: The Fractured But Whole,16-Oct-17,PS4,Role-Playing,Ubisoft San Francisco,"200,000-500,000",Ubisoft,59.99,1583,224.0,106.0,,2017.0,79,7.6
1768,South Park: The Fractured But Whole,16-Oct-17,PC,Role-Playing,Ubisoft San Francisco,"200,000-500,000",Ubisoft,59.99,6443,224.0,106.0,,2017.0,81,6.6
1769,SteamWorld Dig 2,22-Sep-17,PC,Platform,Image & Form Games,"100,000-200,000",Image & Form Games,19.99,55070,0.0,0.0,85.0,2017.0,85,8.4
1770,The Sexy Brutale,11-Apr-17,PS4,Adventure,"Cavalier Game Studios, Tequila Works","100,000-200,000",Tequila Works,19.99,13272,0.0,0.0,83.0,2017.0,77,7.6
1771,The Sexy Brutale,11-Apr-17,PC,Adventure,"Cavalier Game Studios, Tequila Works","100,000-200,000",Tequila Works,19.99,48776,0.0,0.0,83.0,2017.0,83,7.8
1772,The Legend of Heroes: Trails of Cold Steel,2-Aug-17,PS3,Role-Playing,Nihon Falcom,"100,000-200,000","XSEED Games, Marvelous USA, Inc.",39.99,8476,0.0,0.0,80.0,2015.0,86,8.8
1773,The Legend of Heroes: Trails of Cold Steel,2-Aug-17,PC,Role-Playing,Nihon Falcom,"100,000-200,000","XSEED Games, Marvelous USA, Inc.",39.99,55315,0.0,0.0,80.0,2017.0,80,8
1774,Danganronpa V3: Killing Harmony,25-Sep-17,PS4,Adventure,"Spike Chunsoft Co., Ltd.","100,000-200,000","Spike Chunsoft Co., Ltd.",39.99,7684,0.0,0.0,80.0,2017.0,81,7.9
1775,LEGO City Undercover,4-Apr-17,PS4,Platform,Traveller's Tales,"100,000-200,000",TT Games,19.99,3151,0.0,0.0,80.0,2017.0,77,7.3
1776,Bulletstorm: Full Clip Edition,7-Apr-17,PS4,Shooter,People Can Fly,"100,000-200,000",Gearbox Publishing,39.99,11044,469.0,234.0,76.0,2017.0,75,7.1
1777,Bulletstorm: Full Clip Edition,7-Apr-17,PC,Shooter,People Can Fly,"100,000-200,000",Gearbox Publishing,39.99,25480,469.0,234.0,76.0,2017.0,76,6.8
1778,Tacoma,1-Aug-17,PC,Adventure,Fullbright,"100,000-200,000",Fullbright,19.99,47360,0.0,0.0,76.0,2017.0,76,6.4
1779,Expeditions: Viking,27-Apr-17,PC,Strategy,Logic Artists,"100,000-200,000",THQ Nordic,29.99,53602,0.0,0.0,74.0,,74,8.1
1780,Starpoint Gemini Warlords,23-May-17,PC,Strategy,Little Green Men Games,"100,000-200,000",Iceberg Interactive,34.99,11694,0.0,0.0,73.0,2017.0,73,7.2
1781,Beat Cop,30-Mar-17,PC,Adventure,Pixel Crow,"100,000-200,000",11 bit studios,14.99,53078,0.0,0.0,71.0,1983.0,71,7.7
1782,Snake Pass,28-Mar-17,PS4,Puzzle,Sumo Digital,"100,000-200,000",Curve Digital,19.99,54969,0.0,0.0,71.0,2017.0,69,6.8
1783,Snake Pass,28-Mar-17,PC,Puzzle,Sumo Digital,"100,000-200,000",Curve Digital,19.99,54970,0.0,0.0,71.0,2017.0,71,7.6
1784,Immortal Redneck,25-Apr-17,PS4,Shooter,Crema,"100,000-200,000",Crema,19.95,53926,0.0,0.0,70.0,2018.0,73,6.3
1785,Immortal Redneck,25-Apr-17,PC,Shooter,Crema,"100,000-200,000",Crema,19.95,53927,0.0,0.0,70.0,2017.0,70,6.9
1786,Yonder: The Cloud Catcher Chronicles,17-Jul-17,PS4,Action,Prideful Sloth,"100,000-200,000",Prideful Sloth,24.99,15938,0.0,0.0,70.0,2017.0,64,7.7
1787,Yonder: The Cloud Catcher Chronicles,17-Jul-17,PC,Action,Prideful Sloth,"100,000-200,000",Prideful Sloth,24.99,52136,0.0,0.0,70.0,2017.0,70,6.7
1788,Sudden Strike 4,11-Aug-17,PC,Strategy,Kite Games,"100,000-200,000",Kalypso Media Digital,29.99,11561,3.0,1.0,70.0,2017.0,70,7.5
1789,Sudden Strike 4,11-Aug-17,PS4,Strategy,Kite Games,"100,000-200,000",Kalypso Media Digital,29.99,12414,3.0,1.0,70.0,2017.0,63,7.2
1790,.hack//G.U. Last Recode,3-Nov-17,PS4,Role-Playing,CyberConnect2,"100,000-200,000",BANDAI NAMCO Entertainment,49.99,7833,3.0,1.0,69.0,2017.0,76,7.8
1791,.hack//G.U. Last Recode,3-Nov-17,PC,Role-Playing,CyberConnect2,"100,000-200,000",BANDAI NAMCO Entertainment,49.99,21271,3.0,1.0,69.0,2018.0,69,6.5
1792,DOOM VFR,30-Nov-17,PS4,Shooter,id Software,"100,000-200,000",Bethesda Softworks,29.99,4146,0.0,0.0,69.0,2017.0,72,6.7
1793,DOOM VFR,30-Nov-17,PC,Shooter,id Software,"100,000-200,000",Bethesda Softworks,29.99,20396,0.0,0.0,69.0,2017.0,69,5.1
1794,Agents of Mayhem,15-Aug-17,PS4,Action,Deep Silver Volition,"100,000-200,000",Deep Silver,29.99,8892,0.0,0.0,68.0,2017.0,62,6.6
1795,Agents of Mayhem,15-Aug-17,PC,Action,Deep Silver Volition,"100,000-200,000",Deep Silver,29.99,22079,0.0,0.0,68.0,2017.0,68,5.4
1796,The Long Journey Home,30-May-17,PC,Role-Playing,Daedalic Studio West,"100,000-200,000",Daedalic Entertainment,7.49,48523,33.0,33.0,68.0,2017.0,68,7.2
1797,Rain World,28-Mar-17,PC,Misc,Videocult,"100,000-200,000",Adult Swim Games,19.99,42347,0.0,0.0,66.0,2015.0,66,7.6
1798,Urban Empire,20-Jan-17,PC,Strategy,Reborn Games,"100,000-200,000",Kalypso Media Digital,29.99,50434,0.0,0.0,62.0,2017.0,62,5.1
1799,Sonic Forces,7-Nov-17,PS4,Platform,"Sonic Team, Hardlight","100,000-200,000",SEGA,39.99,4163,0.0,0.0,56.0,2017.0,57,7
1800,Sonic Forces,7-Nov-17,PC,Platform,"Sonic Team, Hardlight","100,000-200,000",SEGA,39.99,45457,0.0,0.0,56.0,2018.0,56,6.5
1801,FlatOut 4: Total Insanity,4-Apr-17,PS4,Racing,Kylotonn,"100,000-200,000",Strategy First,5.99,18156,0.0,0.0,52.0,2017.0,62,6.6
1802,Hello Neighbor,8-Dec-17,PC,Action,Dynamic Pixels,"100,000-200,000",tinyBuild,29.99,20201,178.0,89.0,38.0,2017.0,38,4.5
1803,Sine Mora EX,8-Aug-17,PS4,Action,"Digital Reality, Grasshopper Manufacture, Gyroscope Games","100,000-200,000",HandyGames,9.99,14723,0.0,0.0,,2017.0,81,7.6
1804,Batman: Arkham VR,25-Apr-17,PS4,Action,Rocksteady Studios,"100,000-200,000",Warner Bros. Interactive Entertainment,19.99,5619,0.0,0.0,,2016.0,74,7.2
1805,Train Sim World,16-Mar-17,PS4,Simulation,Dovetail Games,"100,000-200,000",Dovetail Games - TSW,29.99,12918,13.0,6.0,,2018.0,56,5.6
1806,Disc Jam,7-Mar-17,PS4,Sports,High Horse Entertainment,"100,000-200,000",High Horse Entertainment,14.99,53474,0.0,0.0,,,72,6.4
1807,Star Trek: Bridge Crew,30-May-17,PC,Action,Ubisoft,"100,000-200,000",Ubisoft,39.99,46195,0.0,0.0,,2016.0,78,7.6
1808,LEGO Marvel Super Heroes 2,14-Nov-17,PS4,Action,"TT Games, Feral Interactive (Mac)","100,000-200,000","Warner Bros. Interactive, Feral Interactive (Mac)",19.99,2121,0.0,0.0,,2017.0,73,7.1
1809,Nidhogg 2,15-Aug-17,PS4,Action,Messhof,"50,000-100,000",Messhof,14.99,54380,0.0,0.0,80.0,2017.0,73,5.9
1810,Nidhogg 2,15-Aug-17,PC,Action,Messhof,"50,000-100,000",Messhof,14.99,54381,0.0,0.0,80.0,2017.0,80,6.1
1811,Cosmic Star Heroine,11-Apr-17,PC,Role-Playing,Zeboyd Games,"50,000-100,000",Zeboyd Games,14.99,53302,0.0,0.0,77.0,2017.0,77,6.8
1812,Oriental Empires,14-Sep-17,PC,Strategy,Shining Pixel Studios,"50,000-100,000",Iceberg Interactive,29.99,54477,0.0,0.0,74.0,,74,6.5
1813,Atelier Sophie: The Alchemist of the Mysterious Book,7-Feb-17,PS4,Role-Playing,"KOEI TECMO GAMES CO., LTD.","50,000-100,000","KOEI TECMO GAMES CO., LTD.",29.99,10322,0.0,0.0,73.0,2016.0,75,7.7
1814,Call to Power II,18-Apr-17,PC,Strategy,Activision,"50,000-100,000",Activision,5.99,25748,0.0,0.0,72.0,2000.0,72,7.2
1816,Marvel vs. Capcom: Infinite,19-Sep-17,PS4,Fighting,Capcom,"50,000-100,000",Capcom,39.99,3374,0.0,0.0,69.0,2017.0,72,4.5
1817,Marvel vs. Capcom: Infinite,19-Sep-17,PC,Fighting,Capcom,"50,000-100,000",Capcom,39.99,20927,0.0,0.0,69.0,2017.0,69,5.1
1818,Blitzkrieg 3,2-Jun-17,PC,Strategy,Nival,"50,000-100,000",Nival,9.99,53135,0.0,0.0,68.0,,68,2.8
1819,Aven Colony,25-Jul-17,PS4,Strategy,Mothership Entertainment LLC,"50,000-100,000",Team17 Digital Ltd,7.49,14749,0.0,0.0,65.0,2017.0,73,6.9
1820,WWE 2K17,6-Feb-17,PS4,Sports,"Visual Concepts, Yuke's Co., LTD","50,000-100,000",2K,49.99,1902,0.0,0.0,61.0,2016.0,69,6.1
1821,Danganronpa Another Episode: Ultra Despair Girls,27-Jun-17,PS4,Shooter,"Spike Chunsoft Co., Ltd.","50,000-100,000","Spike Chunsoft Co., Ltd.",29.99,15999,0.0,0.0,,2017.0,67,7.1
1822,Fire Pro Wrestling World,18-Dec-17,PS4,Fighting,"Spike Chunsoft Co., Ltd.","50,000-100,000","Spike Chunsoft Co., Ltd.",29.99,11384,0.0,0.0,,2018.0,79,6.5
1823,Call of Duty: Modern Warfare Remastered,27-Jul-17,PS4,Shooter,"Raven Software, Beenox","50,000-100,000",Activision,39.99,3946,0.0,0.0,,2017.0,83,6.9
1824,Bleed 2,8-Feb-17,PS4,Action,Ian Campbell,"20,000-50,000",Ian Campbell,9.99,53132,0.0,0.0,83.0,2018.0,79,6.5
1825,Bleed 2,8-Feb-17,PC,Action,Ian Campbell,"20,000-50,000",Ian Campbell,9.99,53134,0.0,0.0,83.0,2017.0,83,7
1826,The Legend of Heroes: Trails in the Sky the 3rd,3-May-17,PC,Role-Playing,Nihon Falcom,"20,000-50,000","XSEED Games, Marvelous USA, Inc.",29.99,55314,0.0,0.0,83.0,2017.0,83,7.6
1827,The Infectious Madness of Doctor Dekker,19-May-17,PS4,Adventure,D'Avekki Studios Ltd,"20,000-50,000",D'Avekki Studios Ltd,8.99,52586,680.0,680.0,78.0,2018.0,62,2.5
1828,Serious Sam's Bogus Detour,20-Jun-17,PC,Shooter,"Crackshell, Croteam","20,000-50,000",Devolver Digital,14.99,54873,0.0,0.0,76.0,2017.0,76,7.7
1829,Vaporum,28-Sep-17,PC,Adventure,"Fatbot Games, s. r. o.","20,000-50,000","Fatbot Games, s. r. o.",9.99,55594,0.0,0.0,75.0,2017.0,78,7.1
1830,World to the West,5-May-17,PS4,Action-Adventure,Rain Games,"20,000-50,000",Rain Games,14.99,51769,0.0,0.0,75.0,2017.0,73,tbd
1831,Milkmaid of the Milky Way,4-Jan-17,PC,Adventure,Mattis Folkestad,"20,000-50,000",machineboy,5.99,54230,0.0,0.0,74.0,,74,7.1
1832,Vampire: The Masquerade - Redemption,18-Apr-17,PC,Role-Playing,Nihilistic Software,"20,000-50,000",Activision,5.99,50545,0.0,0.0,74.0,2000.0,74,8.3
1833,Toukiden 2,21-Mar-17,PS4,Action,"KOEI TECMO GAMES CO., LTD.","20,000-50,000","KOEI TECMO GAMES CO., LTD.",59.99,10419,0.0,0.0,73.0,2017.0,77,7.6
1834,Shiness: The Lightning Kingdom,18-Apr-17,PS4,Role-Playing,Enigami,"20,000-50,000",Focus Home Interactive,29.99,44453,0.0,0.0,68.0,2017.0,67,7.1
1835,Shiness: The Lightning Kingdom,18-Apr-17,PC,Role-Playing,Enigami,"20,000-50,000",Focus Home Interactive,29.99,44454,0.0,0.0,68.0,2017.0,68,7.2
1836,Nights of Azure,7-Feb-17,PS4,Action,"KOEI TECMO GAMES CO., LTD.","20,000-50,000","KOEI TECMO GAMES CO., LTD.",29.99,12701,0.0,0.0,64.0,2016.0,67,7.3
1837,Nights of Azure,7-Feb-17,PS4,Role-Playing,"KOEI TECMO GAMES CO., LTD.","20,000-50,000","KOEI TECMO GAMES CO., LTD.",29.99,13016,0.0,0.0,64.0,2016.0,67,7.3
1838,Has-Been Heroes,27-Mar-17,PS4,Action,Frozenbyte,"20,000-50,000",GameTrust Games,19.99,13731,0.0,0.0,63.0,2017.0,61,6.5
1839,Rogue Trooper Redux,17-Oct-17,PS4,Shooter,TickTock Games,"20,000-50,000",Rebellion,24.99,18255,0.0,0.0,60.0,2017.0,59,6.5
1840,Rogue Trooper Redux,17-Oct-17,PC,Shooter,TickTock Games,"20,000-50,000",Rebellion,24.99,54779,0.0,0.0,60.0,2017.0,60,6.2
1841,Don't Knock Twice,5-Sep-17,PS4,Adventure,Wales Interactive,"20,000-50,000",Wales Interactive,19.99,16727,0.0,0.0,56.0,2018.0,56,5.6
1842,Realpolitiks,16-Feb-17,PC,Simulation,Jujubee S.A.,"20,000-50,000",1C Entertainment,24.99,54703,0.0,0.0,52.0,,52,6
1843,Sphinx and the Cursed Mummy,10-Nov-17,PS2,Adventure,"Eurocom, THQ Nordic","20,000-50,000",THQ Nordic,4.94,4990,0.0,0.0,,2003.0,78,8.6
1844,Sphinx and the Cursed Mummy,10-Nov-17,GC,Adventure,"Eurocom, THQ Nordic","20,000-50,000",THQ Nordic,4.94,10652,0.0,0.0,,2003.0,79,8.8
1845,Tokyo Xanadu eX+,8-Dec-17,PS4,Role-Playing,Nihon Falcom,"20,000-50,000",Aksys Games,59.99,12230,0.0,0.0,,2017.0,75,7.2
1846,Sky Force Reloaded,29-Nov-17,PS4,Shooter,Infinite Dreams,"20,000-50,000",Infinite Dreams,9.99,54944,0.0,0.0,,2017.0,74,7.3
1847,Conquest: Frontier Wars,17-Jan-17,PC,Strategy,Fever Pitch Studios,"0-20,000","Descendent Studios, Fever Pitch Studios",5.99,26968,0.0,0.0,80.0,2001.0,80,8.5
1848,The Mummy Demastered,24-Oct-17,PS4,Action,WayForward,"0-20,000",WayForward,19.99,55346,0.0,0.0,78.0,2017.0,75,7
1849,Alone With You,9-Feb-17,PS4,Adventure,Benjamin Rivers Inc.,"0-20,000",Benjamin Rivers Inc.,9.99,22486,0.0,0.0,74.0,2016.0,72,6.8
1850,Blackwood Crossing,4-Apr-17,PS4,Adventure,PaperSeven LTD,"0-20,000",Vision Games Publishing LTD,15.99,53113,0.0,0.0,70.0,2017.0,71,6.6
1851,2Dark,10-Mar-17,PC,Action,Gloomywood,"0-20,000",Bigben Interactive,24.99,21415,0.0,0.0,68.0,2015.0,68,5.3
1852,AereA,2-Jun-17,PS4,Role-Playing,Triangle Studios,"0-20,000",SOEDESCO Publishing,14.99,17107,0.0,0.0,53.0,2017.0,46,1.8
1853,Troll and I,21-Mar-17,PS4,Action,Spiral House Ltd.,"0-20,000",Maximum Games,29.99,16731,0.0,0.0,27.0,2017.0,39,4.4
1854,Wild Guns Reloaded,11-Jul-17,PS4,Shooter,NatsumeAtari Inc.,"0-20,000",Natsume Inc.,14.99,55658,0.0,0.0,,2017.0,74,5.9
1855,Ashes Cricket,15-Dec-17,PS4,Sports,Big Ant Studios,"0-20,000",Big Ant Studios,24.99,52993,0.0,0.0,,2018.0,73,7.7
1856,Lifeline,16-Mar-17,PS2,Adventure,3 Minute Games,"0-20,000",Big Fish Games,3.99,14021,0.0,0.0,,2004.0,61,7.7
1857,Lost Dimension,30-Oct-17,PS3,Role-Playing,FURYU Corporation,"0-20,000",Ghostlight LTD,24.99,13120,0.0,0.0,,2015.0,71,7.1
1858,Omega Quintet,15-Dec-17,PS4,Role-Playing,Idea Factory,"0-20,000",Ghostlight LTD,29.99,17217,0.0,0.0,,2015.0,58,7.1
1859,de Blob 2,22-Jun-17,PS3,Platform,"Blue Tongue Entertainment, Blitworks","0-20,000",THQ Nordic,4.99,8541,0.0,0.0,,2011.0,74,6.8
1860,de Blob 2,22-Jun-17,X360,Platform,"Blue Tongue Entertainment, Blitworks","0-20,000",THQ Nordic,4.99,10222,0.0,0.0,,2011.0,77,7.1
1861,de Blob 2,22-Jun-17,DS,Platform,"Blue Tongue Entertainment, Blitworks","0-20,000",THQ Nordic,4.99,11733,0.0,0.0,,2011.0,75,8.1
1862,de Blob 2,22-Jun-17,PS4,Platform,"Blue Tongue Entertainment, Blitworks","0-20,000",THQ Nordic,4.99,53375,0.0,0.0,,2018.0,68,6.7
1863,Robinson: The Journey,7-Feb-17,PS4,Action-Adventure,Crytek,"0-20,000",Crytek,19.99,7285,0.0,0.0,,2016.0,64,6.8
1864,Road Rage,14-Nov-17,PS4,Racing,Team 6,"0-20,000",Maximum Games,29.99,16856,0.0,0.0,,2017.0,26,2.5
1865,Blasters of the Universe,31-Aug-17,PS4,Shooter,Secret Location Inc.,"0-20,000",Secret Location Inc.,14.99,53120,0.0,0.0,,2018.0,76,7.1
1866,Bubsy: The Woolies Strike Back,31-Oct-17,PS4,Platform,Black Forest Games,"0-20,000",Accolade,19.99,14988,0.0,0.0,,2017.0,45,5.9
1867,Bubsy: The Woolies Strike Back,31-Oct-17,PC,Platform,Black Forest Games,"0-20,000",Accolade,19.99,53194,0.0,0.0,,2017.0,44,4.5
1868,The Darkness,29-Dec-17,PS3,Shooter,Ruaz.404,"0-20,000",Ruaz.404,3.99,3514,0.0,0.0,,2007.0,80,7.7
1869,The Darkness,29-Dec-17,X360,Shooter,Ruaz.404,"0-20,000",Ruaz.404,3.99,5143,0.0,0.0,,2007.0,82,8.1
1870,Tethered,27-Feb-17,PS4,Strategy,Secret Sorcery Limited,"0-20,000",Secret Sorcery Limited,24.99,47839,0.0,0.0,,2016.0,76,7.4
1871,Black Mirror,28-Nov-17,PS4,Adventure,KING Art,"0-20,000",THQ Nordic,29.99,14918,0.0,0.0,,2017.0,54,5.3
1872,Black Mirror,28-Nov-17,PC,Adventure,KING Art,"0-20,000",THQ Nordic,29.99,24660,0.0,0.0,,2017.0,60,5.7
1874,Lock's Quest,30-May-17,DS,Strategy,Digital Continue,"0-20,000",HandyGames,14.99,12856,0.0,0.0,,2008.0,80,8.5
1875,Headmaster,30-Aug-17,PS4,Sports,Frame Interactive,"0-20,000",Frame Interactive,19.99,53856,0.0,0.0,,2016.0,72,7.1
1876,Crush,9-Jun-17,PSP,Puzzle,VIS-Games,"0-20,000",SilentFuture,11.99,13403,0.0,0.0,,2007.0,83,8.6
1878,Rust,8-Feb-18,PC,Action-Adventure,Facepunch Studios,"5,000,000-10,000,000",Facepunch Studios,34.99,102,1111.0,535.0,69.0,2018.0,69,6.1
1879,Subnautica,23-Jan-18,PC,Adventure,Unknown Worlds Entertainment,"2,000,000-5,000,000",Unknown Worlds Entertainment,24.99,606,17.0,11.0,87.0,2018.0,87,8.3
1880,The Forest,30-Apr-18,PC,Misc,Endnight Games Ltd,"2,000,000-5,000,000",Endnight Games Ltd,19.99,225,152.0,108.0,83.0,2014.0,83,7.3
1883,Dead Cells,6-Aug-18,PC,Action,Motion Twin,"1,000,000-2,000,000",Motion Twin,24.99,2868,73.0,85.0,89.0,2017.0,89,7.6
1884,Dead Cells,6-Aug-18,PS4,Action,Motion Twin,"1,000,000-2,000,000",Motion Twin,24.99,15505,73.0,85.0,89.0,2018.0,88,7.5
1885,Frostpunk,24-Apr-18,PC,Strategy,11 bit studios,"1,000,000-2,000,000",11 bit studios,29.99,3451,13.0,6.0,84.0,2011.0,84,8.5
1886,Kingdom Come: Deliverance,13-Feb-18,PC,Role-Playing,Warhorse Studios,"1,000,000-2,000,000","Warhorse Studios, Deep Silver",29.99,2152,129.0,123.0,76.0,2018.0,76,8
1887,Kingdom Come: Deliverance,13-Feb-18,PS4,Role-Playing,Warhorse Studios,"1,000,000-2,000,000","Warhorse Studios, Deep Silver",29.99,4165,129.0,123.0,76.0,2018.0,69,7.2
1888,Conan Exiles,8-May-18,PC,Action-Adventure,Funcom,"1,000,000-2,000,000",Funcom,39.99,2062,0.0,0.0,68.0,2018.0,68,6.2
1889,Conan Exiles,8-May-18,PS4,Action-Adventure,Funcom,"1,000,000-2,000,000",Funcom,39.99,8580,0.0,0.0,68.0,2018.0,68,5.6
1890,Assassin's Creed Odyssey,5-Oct-18,PS4,Action-Adventure,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai","1,000,000-2,000,000",Ubisoft,59.99,520,307.0,175.0,,2018.0,83,5.7
1891,Assassin's Creed Odyssey,5-Oct-18,PC,Action-Adventure,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai","1,000,000-2,000,000",Ubisoft,59.99,14559,307.0,175.0,,2018.0,88,5
1892,Two Point Hospital,29-Aug-18,PC,Simulation,Two Point Studios,"500,000-1,000,000",SEGA,34.99,55541,477.0,318.0,83.0,2018.0,84,7.6
1893,Wreckfest,14-Jun-18,PC,Racing,Bugbear,"500,000-1,000,000",THQ Nordic,44.99,55717,0.0,0.0,81.0,2018.0,80,7.6
1894,Overcooked! 2,7-Aug-18,PS4,Simulation,"Ghost Town Games Ltd., Team17 Digital Ltd","500,000-1,000,000",Team17 Digital Ltd,24.99,10064,44.0,40.0,80.0,2018.0,81,6.7
1897,NBA 2K19,10-Sep-18,PS4,Sports,Visual Concepts,"500,000-1,000,000",2K,59.99,690,699.0,590.0,76.0,2018.0,82,2.4
1898,Surviving Mars,15-Mar-18,PS4,Simulation,Haemimont Games,"500,000-1,000,000",Paradox Interactive,29.99,15922,630.0,628.0,76.0,2018.0,73,6.1
1899,Jurassic World Evolution,12-Jun-18,PC,Simulation,Frontier Developments,"500,000-1,000,000",Frontier Developments,44.99,4717,125.0,193.0,69.0,2018.0,69,7.3
1900,Jurassic World Evolution,12-Jun-18,PS4,Simulation,Frontier Developments,"500,000-1,000,000",Frontier Developments,44.99,4779,125.0,193.0,69.0,2018.0,68,6.7
1901,Sword Art Online: Fatal Bullet,23-Feb-18,PS4,Role-Playing,DIMPS,"500,000-1,000,000",BANDAI NAMCO Entertainment,39.99,6812,294.0,98.0,61.0,2018.0,64,7.2
1902,Sword Art Online: Fatal Bullet,23-Feb-18,PC,Role-Playing,DIMPS,"500,000-1,000,000",BANDAI NAMCO Entertainment,39.99,9265,294.0,98.0,61.0,2018.0,61,7.6
1903,The Crew 2,28-Jun-18,PS4,Racing,Ivory Tower,"500,000-1,000,000",Ubisoft,59.99,2921,440.0,293.0,,2018.0,64,5
1904,The Crew 2,28-Jun-18,PC,Racing,Ivory Tower,"500,000-1,000,000",Ubisoft,59.99,48077,440.0,293.0,,2018.0,66,5
1906,Far Cry 5,26-Mar-18,PS4,Action,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev","500,000-1,000,000",Ubisoft,59.99,383,742.0,141.0,,2018.0,81,6.8
1907,Far Cry 5,26-Mar-18,PC,Action,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev","500,000-1,000,000",Ubisoft,59.99,13677,742.0,141.0,,2018.0,78,5.9
1908,Into the Breach,27-Feb-18,PC,Strategy,Subset Games,"200,000-500,000",Subset Games,14.99,53957,0.0,0.0,90.0,2018.0,90,7.5
1909,Celeste,25-Jan-18,PS4,Platform,Matt Makes Games Inc.,"200,000-500,000",Matt Makes Games Inc.,19.99,53235,40.0,26.0,88.0,2018.0,91,6.5
1910,Celeste,25-Jan-18,PC,Platform,Matt Makes Games Inc.,"200,000-500,000",Matt Makes Games Inc.,19.99,53237,40.0,26.0,88.0,2018.0,88,7.2
1911,Pillars of Eternity II: Deadfire,8-May-18,PC,Role-Playing,Obsidian Entertainment,"200,000-500,000","Versus Evil, Obsidian Entertainment",49.99,8700,0.0,0.0,88.0,2018.0,88,7.7
1912,CrossCode,20-Sep-18,PC,Role-Playing,Radical Fish Games,"200,000-500,000","Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",19.99,53319,0.0,0.0,86.0,,85,7.5
1913,F1 2018,23-Aug-18,PS4,Racing,Codemasters,"200,000-500,000",Codemasters,59.99,4371,258.0,86.0,83.0,2018.0,85,7.9
1914,F1 2018,23-Aug-18,PC,Racing,Codemasters,"200,000-500,000",Codemasters,59.99,19061,258.0,86.0,83.0,2018.0,83,7.3
1915,The Elder Scrolls V: Skyrim VR,2-Apr-18,PS4,Role-Playing,Bethesda Game Studios,"200,000-500,000",Bethesda Softworks,59.99,2086,0.0,0.0,81.0,2017.0,77,8
1916,FAR: Lone Sails,17-May-18,PC,Adventure,Okomotive,"200,000-500,000",Mixtvision,14.99,53625,0.0,0.0,80.0,2018.0,79,7.5
1917,Pit People,2-Mar-18,PC,Strategy,The Behemoth,"200,000-500,000",The Behemoth,19.99,6795,73.0,24.0,78.0,2018.0,78,7.5
1918,Moonlighter,29-May-18,PS4,Role-Playing,Digital Sun,"200,000-500,000",11 bit studios,19.99,18905,66.0,38.0,74.0,2018.0,81,7.1
1919,Moonlighter,29-May-18,PC,Role-Playing,Digital Sun,"200,000-500,000",11 bit studios,19.99,54269,66.0,38.0,74.0,2018.0,77,7.4
1920,Monster Prom,27-Apr-18,PC,Simulation,Beautiful Glitch,"200,000-500,000",Those Awesome Guys,11.99,12221,0.0,0.0,73.0,2018.0,73,7.3
1921,Vampyr,4-Jun-18,PS4,Role-Playing,DONTNOD Entertainment,"200,000-500,000",Focus Home Interactive,49.99,5845,0.0,0.0,72.0,2018.0,70,7.1
1922,Vampyr,4-Jun-18,PC,Role-Playing,DONTNOD Entertainment,"200,000-500,000",Focus Home Interactive,49.99,9871,0.0,0.0,72.0,2018.0,72,7
1923,We Were Here Too,2-Feb-18,PC,Adventure,Total Mayhem Games,"200,000-500,000",Total Mayhem Games,9.99,55650,0.0,0.0,69.0,2018.0,69,tbd
1924,Genital Jousting,18-Jan-18,PC,Action,Free Lives,"200,000-500,000",Devolver Digital,6.99,5777,0.0,0.0,68.0,2009.0,68,7.5
1925,"Warhammer 40,000: Inquisitor - Martyr",5-Jun-18,PS4,Action,NeocoreGames,"200,000-500,000",NeocoreGames,49.99,17457,152.0,50.0,67.0,2018.0,64,5.9
1926,"Warhammer 40,000: Inquisitor - Martyr",5-Jun-18,PC,Action,NeocoreGames,"200,000-500,000",NeocoreGames,49.99,55640,152.0,50.0,67.0,,68,6.7
1927,Crash Bandicoot N. Sane Trilogy,29-Jun-18,PS4,Platform,"Vicarious Visions, Iron Galaxy","200,000-500,000",Activision,39.99,274,0.0,0.0,,2017.0,80,8.6
1928,Crash Bandicoot N. Sane Trilogy,29-Jun-18,PC,Platform,"Vicarious Visions, Iron Galaxy","200,000-500,000",Activision,39.99,20131,0.0,0.0,,2018.0,76,8.1
1929,Return of the Obra Dinn,18-Oct-18,PC,Misc,Lucas Pope,"100,000-200,000",3909,19.99,42832,0.0,0.0,89.0,2015.0,91,8.6
1930,Valkyria Chronicles 4,25-Sep-18,PS4,Role-Playing,SEGA,"100,000-200,000",SEGA,29.99,7785,0.0,0.0,83.0,2018.0,85,7.9
